       x [mm]         y [mm]         z [mm]   xRe [V.s/m^2]  yRe [V.s/m^2]  zRe [V.s/m^2]  
            0            -10            -55    -0.00191841   5.63182e-007   2.48904e-006
            5            -10            -55    -0.00187207  -5.30669e-005   -0.000275278
           10            -10            -55    -0.00175738   -0.000103022   -0.000530805
           15            -10            -55    -0.00157989   -0.000142497    -0.00072856
           20            -10            -55    -0.00136197   -0.000172769   -0.000870329
           25            -10            -55    -0.00112557   -0.000191745   -0.000938384
           30            -10            -55   -0.000901215   -0.000198598    -0.00095586
           35            -10            -55   -0.000695609    -0.00019663   -0.000916426
           40            -10            -55   -0.000522801   -0.000189154   -0.000853774
           45            -10            -55   -0.000379595   -0.000178574   -0.000771739
           50            -10            -55   -0.000269774   -0.000165307   -0.000681064
           55            -10            -55   -0.000185094   -0.000151498   -0.000595137
           60            -10            -55   -0.000124371   -0.000137282   -0.000516411
           65            -10            -55  -7.97455e-005   -0.000126311   -0.000447139
           70            -10            -55  -4.96831e-005   -0.000115287   -0.000390685
          -70             -5            -55  -4.26404e-005   5.90575e-005    0.000400563
          -65             -5            -55  -7.09763e-005    6.4701e-005    0.000461851
          -60             -5            -55   -0.000113639   7.08283e-005     0.00053108
          -55             -5            -55   -0.000173719   7.79929e-005    0.000614762
          -50             -5            -55   -0.000259557    8.4701e-005    0.000705851
          -45             -5            -55   -0.000370261    9.3395e-005    0.000804292
          -40             -5            -55   -0.000516501   9.87365e-005    0.000888407
          -35             -5            -55   -0.000692794     0.00010252    0.000961492
          -30             -5            -55    -0.00090205    0.000104999      0.0010007
          -25             -5            -55     -0.0011336    0.000100031    0.000984087
          -20             -5            -55    -0.00137869   9.13784e-005    0.000909684
          -15             -5            -55     -0.0016021   7.47434e-005     0.00076901
          -10             -5            -55    -0.00179295   5.34929e-005    0.000557298
           -5             -5            -55    -0.00191142   2.70407e-005    0.000291266
            0             -5            -55     -0.0019579   2.23208e-007  -9.55207e-007
            5             -5            -55    -0.00191467  -2.80755e-005   -0.000294208
           10             -5            -55    -0.00179143  -5.36559e-005   -0.000557599
           15             -5            -55    -0.00160431  -7.51657e-005   -0.000769891
           20             -5            -55    -0.00137759  -9.04555e-005   -0.000911615
           25             -5            -55    -0.00113272   -9.8944e-005    -0.00098419
           30             -5            -55   -0.000901186   -0.000103888   -0.000995015
           35             -5            -55   -0.000693306   -0.000103828   -0.000961358
           40             -5            -55   -0.000512967  -9.83519e-005   -0.000893757
           45             -5            -55   -0.000371416  -9.20267e-005   -0.000799535
